,MCD.BA,MAQ.AX,BEKB.BR,BRSR6.SA,EMBR3.SA,CWX.TO,UG.PA,VOW.F,DG.PA,VK.PA,EDL.F,TNE2.F,SRB.F,BEI.DE,BMT.SG,BSU.SG,D6H.DE,B5A.DE,3328.HK,0129.HK,3368.HK,1988.HK,3378.HK,1099.HK,ANSALHSG.NS,WSTCSTPAPR.NS,DATAMATICS.NS,ADANIENT.NS,CIR.MI,FRAGUAB.MX,GD.MX,CL.MX,TEL.OL,BS6.SI,ITX.MC,EKTA-B.ST,3617.TW,AVT,CUK,BEN,MSFT,QCOM,IHG.L,ASHM.L,SGRO.L,BA,CAR,MC.PA,RMS,CDI.PA,TIF,BRBY.L
0,0.024382210521522625,0.0734516635275292,0.0,0.0,0.0,0.0,0.0,0.14136498323812008,0.0,0.0,0.04852218666999797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031304826162595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11562888275359663,0.0,0.0,0.0,0.0,0.08341724424860385,0.0,0.0,0.11448083526525879,0.0,0.0,0.19562151115911136,0.0,0.0,0.0
